aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm,buildingAge,isHighFloor,dealYearMonth,dealQuarter,estateAgentSggNmClean,aptAddress,isStationNearby,aptLat,aptLng,area_bin
101,초록,1998,개인, , ,66300,7,3,2025,중개거래,서울 강서구,59.34,4,1139,N,25.03.07,11500,개인,화곡동,27,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1139,1,37.545684414842,126.833623087174,30~60
1305동,마곡13단지힐스테이트마스터,2017,개인, , ,128000,2,3,2025,중개거래,서울 강서구,59.9825,7,748,N,25.04.11,11500,개인,마곡동,8,0,2025-03,1,서울 강서구,서울 강서구 마곡동 748,0,37.5577905837789,126.818287997332,30~60
 ,삼성한아름,1993,개인, , ,79500,4,3,2025,중개거래,서울 강서구,84.89,15,264-27,N,25.05.23,11500,개인,염창동,32,1,2025-03,1,서울 강서구,서울 강서구 염창동 264-27,1,37.5500695849946,126.871602195238,60~90
102동,신마곡벽산블루밍,2020,개인, , ,79700,5,3,2025,중개거래,서울 강서구,59.7592,14,904,N,25.05.15,11500,개인,방화동,5,0,2025-03,1,서울 강서구,서울 강서구 방화동 904,1,37.5712896980823,126.808179412194,30~60
 ,강서쌍용예가,2014,개인,25.04.10,O,89000,5,3,2025,중개거래,"서울 강서구, 서울 구로구",59.9194,5,308,N, ,11500,개인,염창동,11,0,2025-03,1,서울 강서구,서울 강서구 염창동 308,0,37.5554016793389,126.866556386664,30~60
105,한솔솔파크,2005,개인, , ,105000,6,3,2025,중개거래,서울 강서구,84.87,8,716,N,25.04.21,11500,개인,마곡동,20,0,2025-03,1,서울 강서구,서울 강서구 마곡동 716,1,37.569719911244,126.82331418689,60~90
506,방화5,1994,개인, , ,38800,1,3,2025,중개거래,서울 강서구,33.18,3,814,N,25.04.25,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 814,1,37.5771889702167,126.810252932489,30~60
 ,마곡현대아파트,1999,개인,25.03.27,O,75000,5,3,2025,중개거래,"경기 김포시, 서울 영등포구",84.95,3,1171,N, ,11500,개인,마곡동,26,0,2025-03,1,경기 김포시,경기 김포시 마곡동 1171,0,,,60~90
1,GMValley,2018,개인, , ,20000,3,3,2025,중개거래,서울 강서구,24.6,10,899-27,N,25.03.25,11500,개인,화곡동,7,0,2025-03,1,서울 강서구,서울 강서구 화곡동 899-27,1,37.5303684276653,126.845571396021,~30
201,한사랑2삼성,1999,개인, , ,88500,1,3,2025,중개거래,"서울 강서구, 서울 구로구",84.96,11,634-2,N,25.06.02,11500,개인,등촌동,26,0,2025-03,1,서울 강서구,서울 강서구 등촌동 634-2,1,37.554612829484,126.864162394395,60~90
 ,한양아이클래스,2013,개인, , ,7400,3,3,2025,중개거래,서울 강서구,13.79,7,926-5,N,25.03.18,11500,개인,화곡동,12,0,2025-03,1,서울 강서구,서울 강서구 화곡동 926-5,0,37.528850565178,126.841934243018,~30
304,주공3,1995,개인, , ,82000,3,3,2025,중개거래,서울 강서구,58.14,13,688,N,25.05.29,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 688,1,37.5616418349754,126.841111422493,30~60
309,강변,1992,개인, , ,61000,3,3,2025,중개거래,서울 강서구,39.6,13,1475,N,25.04.15,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1475,1,37.5652163063579,126.855667621933,30~60
승윤노블리안아파트,마곡승윤노블리안아파트,2008,개인, , ,64000,3,3,2025,중개거래,서울 강서구,76.76,7,1360,N,25.06.11,11500,개인,마곡동,17,0,2025-03,1,서울 강서구,서울 강서구 마곡동 1360,1,37.5713604871978,126.81765599351,60~90
